cutoff_id,college_id,exam,category,course,closing_rank,year
CUT00350,CLG0035,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2025
CUT00351,CLG0036,JEE Main,General,Artificial Intelligence and Data Science,47610,2021
CUT00352,CLG0036,JEE Main,General,Artificial Intelligence and Data Science,43587,2022
CUT00353,CLG0036,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,204335,2023
CUT00354,CLG0036,JEE Main,General,Artificial Intelligence and Data Science,42505,2024
CUT00355,CLG0036,JEE Main,ST,Artificial Intelligence and Data Science,1200000,2025
CUT00356,CLG0036,JEE Main,OBC-NCL,Civil Engineering,1200000,2021
CUT00357,CLG0036,JEE Main,ST,Civil Engineering,1200000,2022
CUT00358,CLG0036,JEE Main,General,Civil Engineering,1200000,2023
CUT00359,CLG0036,JEE Main,SC,Civil Engineering,1200000,2024
CUT00360,CLG0036,JEE Main,EWS,Civil Engineering,1200000,2025
CUT00361,CLG0037,JEE Main,SC,Biotechnology,1200000,2021
CUT00362,CLG0037,JEE Main,General,Biotechnology,1200000,2022
CUT00363,CLG0037,JEE Main,OBC-NCL,Biotechnology,1200000,2023
CUT00364,CLG0037,JEE Main,ST,Biotechnology,1200000,2024
CUT00365,CLG0037,JEE Main,SC,Biotechnology,1200000,2025
CUT00366,CLG0037,JEE Main,ST,Mechanical Engineering,1200000,2021
CUT00367,CLG0037,JEE Main,EWS,Mechanical Engineering,1200000,2022
CUT00368,CLG0037,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2023
CUT00369,CLG0037,JEE Main,ST,Mechanical Engineering,1200000,2024
CUT00370,CLG0037,JEE Main,General,Mechanical Engineering,387029,2025
CUT00371,CLG0038,JEE Main,OBC-NCL,Chemical Engineering,1200000,2021
CUT00372,CLG0038,JEE Main,OBC-NCL,Chemical Engineering,1200000,2022
CUT00373,CLG0038,JEE Main,General,Chemical Engineering,1200000,2023
CUT00374,CLG0038,JEE Main,OBC-NCL,Chemical Engineering,1200000,2024
CUT00375,CLG0038,JEE Main,General,Chemical Engineering,1200000,2025
CUT00376,CLG0038,JEE Main,OBC-NCL,Computer Science and Engineering,211165,2021
CUT00377,CLG0038,JEE Main,OBC-NCL,Computer Science and Engineering,203592,2022
CUT00378,CLG0038,JEE Main,SC,Computer Science and Engineering,568712,2023
CUT00379,CLG0038,JEE Main,OBC-NCL,Computer Science and Engineering,197476,2024
CUT00380,CLG0038,JEE Main,SC,Computer Science and Engineering,599463,2025
CUT00381,CLG0039,JEE Main,SC,Mechanical Engineering,1200000,2021
CUT00382,CLG0039,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT00383,CLG0039,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2023
CUT00384,CLG0039,JEE Main,General,Mechanical Engineering,597278,2024
CUT00385,CLG0039,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2025
CUT00386,CLG0039,JEE Main,ST,Computer Science and Engineering,1200000,2021
CUT00387,CLG0039,JEE Main,SC,Computer Science and Engineering,527547,2022
CUT00388,CLG0039,JEE Main,General,Computer Science and Engineering,39401,2023
CUT00389,CLG0039,JEE Main,EWS,Computer Science and Engineering,207221,2024
CUT00390,CLG0039,JEE Main,General,Computer Science and Engineering,40548,2025
CUT00391,CLG0040,JEE Main,EWS,Chemical Engineering,1200000,2021
CUT00392,CLG0040,JEE Main,EWS,Chemical Engineering,1200000,2022
CUT00393,CLG0040,JEE Main,General,Chemical Engineering,1200000,2023
CUT00394,CLG0040,JEE Main,ST,Chemical Engineering,1200000,2024
CUT00395,CLG0040,JEE Main,OBC-NCL,Chemical Engineering,1200000,2025
CUT00396,CLG0040,JEE Main,EWS,Artificial Intelligence and Data Science,318167,2021
CUT00397,CLG0040,JEE Main,General,Artificial Intelligence and Data Science,54642,2022
CUT00398,CLG0040,JEE Main,General,Artificial Intelligence and Data Science,55083,2023
CUT00399,CLG0040,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,224216,2024
CUT00400,CLG0040,JEE Main,ST,Artificial Intelligence and Data Science,1200000,2025
CUT00401,CLG0041,JEE Main,ST,Civil Engineering,1200000,2021
CUT00402,CLG0041,JEE Main,ST,Civil Engineering,1200000,2022
CUT00403,CLG0041,JEE Main,General,Civil Engineering,1200000,2023
CUT00404,CLG0041,JEE Main,EWS,Civil Engineering,1200000,2024
CUT00405,CLG0041,JEE Main,General,Civil Engineering,1200000,2025
CUT00406,CLG0041,JEE Main,EWS,Electronics and Communication Engineering,849366,2021
CUT00407,CLG0041,JEE Main,General,Electronics and Communication Engineering,150355,2022
CUT00408,CLG0041,JEE Main,General,Electronics and Communication Engineering,158645,2023
CUT00409,CLG0041,JEE Main,General,Electronics and Communication Engineering,160336,2024
CUT00410,CLG0041,JEE Main,OBC-NCL,Electronics and Communication Engineering,612501,2025
CUT00411,CLG0042,JEE Main,ST,Mechanical Engineering,1200000,2021
CUT00412,CLG0042,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT00413,CLG0042,JEE Main,ST,Mechanical Engineering,1200000,2023
CUT00414,CLG0042,JEE Main,General,Mechanical Engineering,747060,2024
CUT00415,CLG0042,JEE Main,ST,Mechanical Engineering,1200000,2025
CUT00416,CLG0042,JEE Main,OBC-NCL,Chemical Engineering,1200000,2021
CUT00417,CLG0042,JEE Main,General,Chemical Engineering,1200000,2022
CUT00418,CLG0042,JEE Main,ST,Chemical Engineering,1200000,2023
CUT00419,CLG0042,JEE Main,ST,Chemical Engineering,1200000,2024
CUT00420,CLG0042,JEE Main,General,Chemical Engineering,1200000,2025
CUT00421,CLG0043,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT00422,CLG0043,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT00423,CLG0043,JEE Main,SC,Mechanical Engineering,1200000,2023
CUT00424,CLG0043,JEE Main,EWS,Mechanical Engineering,1200000,2024
CUT00425,CLG0043,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2025
CUT00426,CLG0043,JEE Main,General,Metallurgical and Materials Engineering,1200000,2021
CUT00427,CLG0043,JEE Main,General,Metallurgical and Materials Engineering,1200000,2022
CUT00428,CLG0043,JEE Main,General,Metallurgical and Materials Engineering,1200000,2023
CUT00429,CLG0043,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2024
CUT00430,CLG0043,JEE Main,General,Metallurgical and Materials Engineering,1200000,2025
CUT00431,CLG0044,JEE Main,SC,Artificial Intelligence and Data Science,956217,2021
CUT00432,CLG0044,JEE Main,General,Artificial Intelligence and Data Science,73826,2022
CUT00433,CLG0044,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,308125,2023
CUT00434,CLG0044,JEE Main,SC,Artificial Intelligence and Data Science,959567,2024
CUT00435,CLG0044,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,289192,2025
CUT00436,CLG0044,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2021
CUT00437,CLG0044,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2022
CUT00438,CLG0044,JEE Main,SC,Metallurgical and Materials Engineering,1200000,2023
CUT00439,CLG0044,JEE Main,General,Metallurgical and Materials Engineering,1200000,2024
CUT00440,CLG0044,JEE Main,General,Metallurgical and Materials Engineering,1200000,2025
CUT00441,CLG0045,JEE Main,ST,Electrical Engineering,1200000,2021
CUT00442,CLG0045,JEE Main,General,Electrical Engineering,365641,2022
CUT00443,CLG0045,JEE Main,SC,Electrical Engineering,1200000,2023
CUT00444,CLG0045,JEE Main,EWS,Electrical Engineering,1200000,2024
CUT00445,CLG0045,JEE Main,General,Electrical Engineering,353524,2025
CUT00446,CLG0045,JEE Main,General,Civil Engineering,1200000,2021
CUT00447,CLG0045,JEE Main,General,Civil Engineering,1200000,2022
CUT00448,CLG0045,JEE Main,General,Civil Engineering,1200000,2023
CUT00449,CLG0045,JEE Main,ST,Civil Engineering,1200000,2024
CUT00450,CLG0045,JEE Main,General,Civil Engineering,1200000,2025
CUT00451,CLG0046,JEE Main,General,Electrical Engineering,393432,2021
CUT00452,CLG0046,JEE Main,SC,Electrical Engineering,1200000,2022
CUT00453,CLG0046,JEE Main,SC,Electrical Engineering,1200000,2023
CUT00454,CLG0046,JEE Main,ST,Electrical Engineering,1200000,2024
CUT00455,CLG0046,JEE Main,General,Electrical Engineering,354828,2025
CUT00456,CLG0046,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT00457,CLG0046,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT00458,CLG0046,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2023
CUT00459,CLG0046,JEE Main,EWS,Mechanical Engineering,1200000,2024
CUT00460,CLG0046,JEE Main,SC,Mechanical Engineering,1200000,2025
CUT00461,CLG0047,JEE Main,ST,Biotechnology,1200000,2021
CUT00462,CLG0047,JEE Main,OBC-NCL,Biotechnology,1200000,2022
CUT00463,CLG0047,JEE Main,ST,Biotechnology,1200000,2023
CUT00464,CLG0047,JEE Main,SC,Biotechnology,1200000,2024
CUT00465,CLG0047,JEE Main,OBC-NCL,Biotechnology,1200000,2025
CUT00466,CLG0047,JEE Main,EWS,Civil Engineering,1200000,2021
CUT00467,CLG0047,JEE Main,OBC-NCL,Civil Engineering,1200000,2022
CUT00468,CLG0047,JEE Main,General,Civil Engineering,1200000,2023
CUT00469,CLG0047,JEE Main,OBC-NCL,Civil Engineering,1200000,2024
CUT00470,CLG0047,JEE Main,OBC-NCL,Civil Engineering,1200000,2025
CUT00471,CLG0048,JEE Main,General,Artificial Intelligence and Data Science,85278,2021
CUT00472,CLG0048,JEE Main,General,Artificial Intelligence and Data Science,90949,2022
CUT00473,CLG0048,JEE Main,SC,Artificial Intelligence and Data Science,1150982,2023
CUT00474,CLG0048,JEE Main,General,Artificial Intelligence and Data Science,90147,2024
CUT00475,CLG0048,JEE Main,EWS,Artificial Intelligence and Data Science,439359,2025
CUT00476,CLG0048,JEE Main,OBC-NCL,Biotechnology,1200000,2021
CUT00477,CLG0048,JEE Main,SC,Biotechnology,1200000,2022
CUT00478,CLG0048,JEE Main,OBC-NCL,Biotechnology,1200000,2023
CUT00479,CLG0048,JEE Main,General,Biotechnology,1200000,2024
CUT00480,CLG0048,JEE Main,SC,Biotechnology,1200000,2025
CUT00481,CLG0049,JEE Main,General,Chemical Engineering,1200000,2021
CUT00482,CLG0049,JEE Main,General,Chemical Engineering,1200000,2022
CUT00483,CLG0049,JEE Main,General,Chemical Engineering,1200000,2023
CUT00484,CLG0049,JEE Main,General,Chemical Engineering,1200000,2024
CUT00485,CLG0049,JEE Main,General,Chemical Engineering,1200000,2025
CUT00486,CLG0049,JEE Main,General,Mechanical Engineering,1200000,2021
CUT00487,CLG0049,JEE Main,EWS,Mechanical Engineering,1200000,2022
CUT00488,CLG0049,JEE Main,SC,Mechanical Engineering,1200000,2023
CUT00489,CLG0049,JEE Main,General,Mechanical Engineering,1160916,2024
CUT00490,CLG0049,JEE Main,General,Mechanical Engineering,1180791,2025
CUT00491,CLG0050,JEE Main,General,Electrical Engineering,504683,2021
CUT00492,CLG0050,JEE Main,EWS,Electrical Engineering,1200000,2022
CUT00493,CLG0050,JEE Main,General,Electrical Engineering,416209,2023
CUT00494,CLG0050,JEE Main,OBC-NCL,Electrical Engineering,1200000,2024
CUT00495,CLG0050,JEE Main,OBC-NCL,Electrical Engineering,1200000,2025
CUT00496,CLG0050,JEE Main,General,Metallurgical and Materials Engineering,1200000,2021
CUT00497,CLG0050,JEE Main,General,Metallurgical and Materials Engineering,1200000,2022
CUT00498,CLG0050,JEE Main,General,Metallurgical and Materials Engineering,1200000,2023
CUT00499,CLG0050,JEE Main,General,Metallurgical and Materials Engineering,1200000,2024
CUT00500,CLG0050,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2025
CUT00501,CLG0051,JEE Main,OBC-NCL,Electronics and Communication Engineering,1190325,2021
CUT00502,CLG0051,JEE Main,General,Electronics and Communication Engineering,263887,2022
CUT00503,CLG0051,JEE Main,ST,Electronics and Communication Engineering,1200000,2023
CUT00504,CLG0051,JEE Main,General,Electronics and Communication Engineering,292762,2024
CUT00505,CLG0051,JEE Main,ST,Electronics and Communication Engineering,1200000,2025
CUT00506,CLG0051,JEE Main,OBC-NCL,Computer Science and Engineering,348067,2021
CUT00507,CLG0051,JEE Main,EWS,Computer Science and Engineering,504405,2022
CUT00508,CLG0051,JEE Main,General,Computer Science and Engineering,88398,2023
CUT00509,CLG0051,JEE Main,General,Computer Science and Engineering,97981,2024
CUT00510,CLG0051,JEE Main,General,Computer Science and Engineering,85592,2025
CUT00511,CLG0052,JEE Main,EWS,Electronics and Communication Engineering,189362,2021
CUT00512,CLG0052,JEE Main,General,Electronics and Communication Engineering,35544,2022
CUT00513,CLG0052,JEE Main,OBC-NCL,Electronics and Communication Engineering,162802,2023
CUT00514,CLG0052,JEE Main,EWS,Electronics and Communication Engineering,196961,2024
CUT00515,CLG0052,JEE Main,ST,Electronics and Communication Engineering,1139583,2025
CUT00516,CLG0052,JEE Main,ST,Electrical Engineering,1200000,2021
CUT00517,CLG0052,JEE Main,EWS,Electrical Engineering,372306,2022
CUT00518,CLG0052,JEE Main,General,Electrical Engineering,71574,2023
CUT00519,CLG0052,JEE Main,General,Electrical Engineering,68612,2024
CUT00520,CLG0052,JEE Main,General,Electrical Engineering,63824,2025
CUT00521,CLG0053,JEE Main,General,Electrical Engineering,187866,2021
CUT00522,CLG0053,JEE Main,OBC-NCL,Electrical Engineering,693205,2022
CUT00523,CLG0053,JEE Main,SC,Electrical Engineering,1200000,2023
CUT00524,CLG0053,JEE Main,OBC-NCL,Electrical Engineering,786086,2024
CUT00525,CLG0053,JEE Main,ST,Electrical Engineering,1200000,2025
CUT00526,CLG0053,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,163582,2021
CUT00527,CLG0053,JEE Main,SC,Artificial Intelligence and Data Science,514990,2022
CUT00528,CLG0053,JEE Main,General,Artificial Intelligence and Data Science,35723,2023
CUT00529,CLG0053,JEE Main,EWS,Artificial Intelligence and Data Science,189422,2024
CUT00530,CLG0053,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,160698,2025
CUT00531,CLG0054,JEE Main,General,Electronics and Communication Engineering,264205,2021
CUT00532,CLG0054,JEE Main,EWS,Electronics and Communication Engineering,1200000,2022
CUT00533,CLG0054,JEE Main,General,Electronics and Communication Engineering,275506,2023
CUT00534,CLG0054,JEE Main,OBC-NCL,Electronics and Communication Engineering,1197674,2024
CUT00535,CLG0054,JEE Main,General,Electronics and Communication Engineering,264056,2025
CUT00536,CLG0054,JEE Main,General,Artificial Intelligence and Data Science,107629,2021
CUT00537,CLG0054,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,447218,2022
CUT00538,CLG0054,JEE Main,EWS,Artificial Intelligence and Data Science,557930,2023
CUT00539,CLG0054,JEE Main,EWS,Artificial Intelligence and Data Science,521072,2024
CUT00540,CLG0054,JEE Main,EWS,Artificial Intelligence and Data Science,513770,2025
CUT00541,CLG0055,JEE Main,EWS,Artificial Intelligence and Data Science,517084,2021
CUT00542,CLG0055,JEE Main,SC,Artificial Intelligence and Data Science,1200000,2022
CUT00543,CLG0055,JEE Main,SC,Artificial Intelligence and Data Science,1156104,2023
CUT00544,CLG0055,JEE Main,SC,Artificial Intelligence and Data Science,1200000,2024
CUT00545,CLG0055,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,441472,2025
CUT00546,CLG0055,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2021
CUT00547,CLG0055,JEE Main,ST,Metallurgical and Materials Engineering,1200000,2022
CUT00548,CLG0055,JEE Main,ST,Metallurgical and Materials Engineering,1200000,2023
CUT00549,CLG0055,JEE Main,General,Metallurgical and Materials Engineering,1200000,2024
CUT00550,CLG0055,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2025
CUT00551,CLG0056,JEE Main,EWS,Biotechnology,1200000,2021
CUT00552,CLG0056,JEE Main,General,Biotechnology,1200000,2022
CUT00553,CLG0056,JEE Main,EWS,Biotechnology,1200000,2023
CUT00554,CLG0056,JEE Main,General,Biotechnology,1200000,2024
CUT00555,CLG0056,JEE Main,General,Biotechnology,1200000,2025
CUT00556,CLG0056,JEE Main,General,Civil Engineering,1200000,2021
CUT00557,CLG0056,JEE Main,General,Civil Engineering,1200000,2022
CUT00558,CLG0056,JEE Main,SC,Civil Engineering,1200000,2023
CUT00559,CLG0056,JEE Main,OBC-NCL,Civil Engineering,1200000,2024
CUT00560,CLG0056,JEE Main,General,Civil Engineering,1200000,2025
CUT00561,CLG0057,JEE Main,General,Biotechnology,1200000,2021
CUT00562,CLG0057,JEE Main,SC,Biotechnology,1200000,2022
CUT00563,CLG0057,JEE Main,General,Biotechnology,1200000,2023
CUT00564,CLG0057,JEE Main,General,Biotechnology,1200000,2024
CUT00565,CLG0057,JEE Main,OBC-NCL,Biotechnology,1200000,2025
CUT00566,CLG0057,JEE Main,ST,Computer Science and Engineering,1200000,2021
CUT00567,CLG0057,JEE Main,EWS,Computer Science and Engineering,496102,2022
CUT00568,CLG0057,JEE Main,OBC-NCL,Computer Science and Engineering,377583,2023
CUT00569,CLG0057,JEE Main,ST,Computer Science and Engineering,1200000,2024
CUT00570,CLG0057,JEE Main,SC,Computer Science and Engineering,1200000,2025
CUT00571,CLG0058,JEE Main,General,Electronics and Communication Engineering,240328,2021
CUT00572,CLG0058,JEE Main,OBC-NCL,Electronics and Communication Engineering,999640,2022
CUT00573,CLG0058,JEE Main,General,Electronics and Communication Engineering,269343,2023
CUT00574,CLG0058,JEE Main,EWS,Electronics and Communication Engineering,1200000,2024
CUT00575,CLG0058,JEE Main,ST,Electronics and Communication Engineering,1200000,2025
CUT00576,CLG0058,JEE Main,General,Civil Engineering,1200000,2021
CUT00577,CLG0058,JEE Main,General,Civil Engineering,1200000,2022
CUT00578,CLG0058,JEE Main,ST,Civil Engineering,1200000,2023
CUT00579,CLG0058,JEE Main,General,Civil Engineering,1200000,2024
CUT00580,CLG0058,JEE Main,SC,Civil Engineering,1200000,2025
CUT00581,CLG0059,JEE Main,General,Chemical Engineering,1200000,2021
CUT00582,CLG0059,JEE Main,ST,Chemical Engineering,1200000,2022
CUT00583,CLG0059,JEE Main,SC,Chemical Engineering,1200000,2023
CUT00584,CLG0059,JEE Main,General,Chemical Engineering,1200000,2024
CUT00585,CLG0059,JEE Main,OBC-NCL,Chemical Engineering,1200000,2025
CUT00586,CLG0059,JEE Main,SC,Electronics and Communication Engineering,1200000,2021
CUT00587,CLG0059,JEE Main,EWS,Electronics and Communication Engineering,1200000,2022
CUT00588,CLG0059,JEE Main,ST,Electronics and Communication Engineering,1200000,2023
CUT00589,CLG0059,JEE Main,General,Electronics and Communication Engineering,1200000,2024
CUT00590,CLG0059,JEE Main,EWS,Electronics and Communication Engineering,1200000,2025
CUT00591,CLG0060,JEE Main,EWS,Civil Engineering,1200000,2021
CUT00592,CLG0060,JEE Main,EWS,Civil Engineering,1200000,2022
CUT00593,CLG0060,JEE Main,OBC-NCL,Civil Engineering,1200000,2023
CUT00594,CLG0060,JEE Main,OBC-NCL,Civil Engineering,1200000,2024
CUT00595,CLG0060,JEE Main,General,Civil Engineering,1200000,2025
CUT00596,CLG0060,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,1200000,2021
CUT00597,CLG0060,JEE Main,General,Artificial Intelligence and Data Science,497212,2022
CUT00598,CLG0060,JEE Main,EWS,Artificial Intelligence and Data Science,1200000,2023
CUT00599,CLG0060,JEE Main,SC,Artificial Intelligence and Data Science,1200000,2024
CUT00600,CLG0060,JEE Main,ST,Artificial Intelligence and Data Science,1200000,2025
CUT00601,CLG0061,JEE Main,OBC-NCL,Electrical Engineering,1200000,2021
CUT00602,CLG0061,JEE Main,SC,Electrical Engineering,1200000,2022
